0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.37951e-05	-2.37951e-05	-4.55827e-05	-4.15661e-05	-2.21494e-05	4.81969e-06	3.46023e-05	6.4514e-05	9.30896e-05	0.000119577	0.000143645	0.000165208	0.000184325	0.000201125	0.000215765	0.000228399	0.000239162	0.000248149	0.00025542	0.000260986	0.000264817	0.000266844	0.000266961	0.000265036	0.000260917	0.000254441	0.000245443	0.000233767	0.000219279	0.000201872	0.000181483	0.000158098	0.000131764	0.000102597	7.07905e-05	3.66202e-05	4.47294e-07	-3.72801e-05	-7.60293e-05	-0.000115188	-0.000154075	-0.000191952	-0.000228038	-0.000261535	-0.000291649	-0.000317611	-0.000338711	-0.000354321	-0.000363921	-0.000367121	-0.00036368	-0.00035352	-0.000336734	-0.000313587	-0.000284511	-0.000250108	-0.00021114	-0.000168551	-0.000123509	-7.75215e-05	-3.26928e-05	7.74692e-06	3.84259e-05	5.02427e-05	2.97185e-05	-2.97185e-05	
6.97086e-05	-6.97086e-05	-0.000113382	-8.76663e-05	-1.85529e-05	7.42735e-05	0.000177511	0.000282681	0.000384615	0.000480326	0.000568246	0.00064771	0.000718607	0.000781144	0.000835678	0.000882606	0.000922282	0.000954969	0.000980809	0.000999812	0.00101185	0.00101667	0.00101392	0.00100314	0.000983837	0.000955472	0.000917527	0.000869524	0.000811066	0.000741873	0.000661821	0.000570974	0.000469617	0.000358283	0.000237775	0.000109185	-2.60987e-05	-0.000166394	-0.000309732	-0.000453885	-0.000596395	-0.000734625	-0.000865818	-0.000987165	-0.00109589	-0.00118932	-0.00126502	-0.00132081	-0.00135493	-0.00136605	-0.0013534	-0.00131675	-0.00125649	-0.00117363	-0.00106981	-0.00094728	-0.000808946	-0.00065842	-0.00050018	-0.000339911	-0.000185154	-4.6466e-05	6.07108e-05	0.000113539	7.9832e-05	-7.9832e-05	
0.000112068	-0.000112068	-0.00015961	-8.74425e-05	6.05302e-05	0.000251749	0.000463238	0.000679461	0.00089034	0.00108966	0.00127386	0.00144117	0.00159098	0.00172338	0.0018388	0.00193784	0.00202102	0.00208876	0.00214125	0.00217844	0.00220003	0.0022055	0.00219411	0.00216499	0.00211715	0.0020496	0.00196136	0.00185158	0.00171957	0.00156492	0.00138755	0.00118778	0.00096638	0.000724632	0.00046438	0.000188043	-0.000101364	-0.000400243	-0.000704437	-0.00100928	-0.00130967	-0.00160018	-0.00187515	-0.00212886	-0.00235567	-0.0025502	-0.0027075	-0.00282324	-0.00289388	-0.00291682	-0.00289053	-0.00281465	-0.00269008	-0.00251899	-0.00230488	-0.00205255	-0.00176822	-0.00145958	-0.00113611	-0.00080958	-0.000495049	-0.00021236	1.15013e-05	0.000139255	0.000119409	-0.000119409	
0.00013488	-0.00013488	-0.000154311	-5.16224e-06	0.000251714	0.000571254	0.000920895	0.00127783	0.00162666	0.00195746	0.00226422	0.00254368	0.00279442	0.00301616	0.00320926	0.00337437	0.00351212	0.00362296	0.00370706	0.00376424	0.00379396	0.00379532	0.00376716	0.00370809	0.00361661	0.00349118	0.00333037	0.00313297	0.00289809	0.00262528	0.00231468	0.00196706	0.00158399	0.00116785	0.000721925	0.000250436	-0.000241448	-0.000747635	-0.00126116	-0.00177425	-0.0022785	-0.00276498	-0.00322444	-0.00364757	-0.00402521	-0.00434867	-0.00460998	-0.00480216	-0.00491955	-0.00495802	-0.00491516	-0.00479052	-0.00458567	-0.00430432	-0.00395235	-0.00353786	-0.00307126	-0.00256539	-0.00203591	-0.00150194	-0.000987071	-0.000521138	-0.000142648	9.77226e-05	0.000132192	-0.000132192	
0.000129218	-0.000129218	-7.76228e-05	0.000184517	0.000582223	0.00105931	0.00157441	0.00209785	0.00260903	0.00309424	0.00354488	0.00395597	0.00432509	0.0046514	0.00493503	0.00517653	0.0053765	0.00553534	0.0056531	0.00572938	0.00576331	0.00575357	0.00569851	0.00559619	0.00544456	0.0052416	0.00498544	0.0046746	0.00430807	0.00388557	0.00340761	0.00287572	0.00229252	0.00166183	0.000988768	0.000279772	-0.000457385	-0.00121363	-0.00197868	-0.00274117	-0.00348882	-0.00420867	-0.00488737	-0.00551151	-0.00606793	-0.00654417	-0.00692881	-0.00721193	-0.00738545	-0.00744349	-0.00738274	-0.00720261	-0.00690553	-0.006497	-0.0059857	-0.00538356	-0.00470586	-0.00397133	-0.0032026	-0.00242673	-0.00167633	-0.000991167	-0.000420485	-2.63802e-05	0.000111457	-0.000111457	
9.02605e-05	-9.02605e-05	8.32013e-05	0.000499265	0.0010721	0.00173632	0.00244299	0.00315636	0.00385111	0.00451	0.0051219	0.00568013	0.00618116	0.00662352	0.00700695	0.0073318	0.00759852	0.00780737	0.00795818	0.00805023	0.00808227	0.00805252	0.00795879	0.00779861	0.0075694	0.00726868	0.00689425	0.00644444	0.00591832	0.0053159	0.00463835	0.00388815	0.00306928	0.00218732	0.00124954	0.000264957	-0.000755668	-0.0017999	-0.00285374	-0.00390179	-0.00492751	-0.00591351	-0.00684194	-0.00769487	-0.00845478	-0.00910508	-0.00963061	-0.0100182	-0.0102571	-0.0103395	-0.0102612	-0.0100213	-0.00962329	-0.00907459	-0.008387	-0.00757665	-0.00666412	-0.00567453	-0.00463789	-0.00358954	-0.00257113	-0.00163192	-0.000830804	-0.000239111	5.56066e-05	-5.56066e-05	
1.54286e-05	-1.54286e-05	0.000336164	0.000951144	0.00173583	0.0026177	0.0035417	0.00446705	0.00536443	0.00621355	0.00700105	0.00771869	0.00836188	0.0089285	0.00941787	0.00983006	0.0101653	0.0104236	0.0106045	0.0107069	0.0107291	0.0106688	0.0105234	0.0102898	0.00996499	0.00954605	0.00903059	0.0084169	0.00770425	0.00689318	0.00598568	0.00498545	0.00389809	0.00273118	0.00149445	0.000199806	-0.00113872	-0.00250503	-0.00388107	-0.00524711	-0.00658205	-0.00786374	-0.00906949	-0.0101766	-0.0111628	-0.0120071	-0.0126903	-0.0131957	-0.0135097	-0.0136225	-0.0135285	-0.0132268	-0.0127218	-0.012023	-0.0111454	-0.0101096	-0.00894171	-0.00767362	-0.00634291	-0.00499328	-0.00367525	-0.00244703	-0.00137609	-0.000541091	-3.44708e-05	3.44708e-05	
-9.66416e-05	9.66416e-05	0.0006862	0.00154821	0.00258362	0.00371475	0.00488197	0.00604062	0.00715826	0.00821221	0.00918729	0.010074	0.0108669	0.0115633	0.0121621	0.012663	0.0130661	0.0133711	0.0135771	0.0136826	0.0136856	0.0135832	0.0133721	0.0130489	0.0126102	0.0120527	0.0113739	0.0105722	0.00964733	0.0086004	0.0074345	0.00615475	0.00476854	0.00328573	0.00171873	8.25302e-05	-0.00160531	-0.00332477	-0.00505356	-0.00676736	-0.00844022	-0.010045	-0.011554	-0.0129392	-0.0141737	-0.0152315	-0.0160893	-0.0167265	-0.0171264	-0.0172769	-0.0171709	-0.0168075	-0.0161916	-0.0153349	-0.0142557	-0.0129793	-0.0115375	-0.0099689	-0.00831888	-0.0066395	-0.00498989	-0.00343679	-0.00205532	-0.00093016	-0.000156859	0.000156859	
