0.00329953	37
0.0032236	61
0.00312455	86
0.003029	108
0.00293703	132
0.00284851	153
0.00276329	174
0.00268126	196
0.00260229	217
0.00252626	237
0.00245305	258
0.00238257	280
0.00231469	302
0.00224933	323
0.00218639	344
0.00212577	365
0.00206738	386
0.00201113	408
0.00195695	428
0.00190476	449
0.00185447	468
0.00180602	489
0.00175933	508
0.00171433	527
0.00167097	545
0.00162917	566
0.00158887	585
0.00155003	605
0.00151257	624
0.00147646	643
0.00144163	662
0.00140803	683
0.00137563	702
0.00134436	720
0.00131419	740
0.00128508	759
0.00125698	776
0.00122986	795
0.00120367	815
0.00117839	834
0.00115397	852
0.00113038	869
0.00110759	886
0.00108557	905
0.00106428	923
0.00104371	940
0.00102382	957
0.00100458	974
0.000985973	993
0.000967971	1013
0.000950552	1029
0.000933692	1047
0.000917371	1064
0.000901566	1080
0.000886258	1096
0.000871428	1112
0.000857057	1127
0.000843128	1145
0.000829625	1160
0.000816529	1176
0.000803827	1192
0.000791502	1208
0.000779542	1224
0.000767931	1240
0.000756656	1256
0.000745706	1271
0.000735067	1287
0.000724729	1302
0.000714679	1317
0.000704908	1331
0.000695404	1346
0.000686159	1360
0.000677162	1376
0.000668404	1390
0.000659878	1405
0.000651573	1418
0.000643483	1432
0.0006356	1446
0.000627917	1461
0.000620425	1476
0.00061312	1490
0.000605993	1504
0.00059904	1517
0.000592252	1529
0.000585627	1543
0.000579156	1556
0.000572837	1568
0.000566662	1580
0.000560628	1593
0.00055473	1606
0.000548963	1618
0.000543323	1631
0.000537806	1643
0.000532408	1655
0.000527125	1667
0.000521953	1680
0.00051689	1693
0.000511931	1705
0.000507073	1716
0.000502314	1727
0.000497649	1740
0.000493077	1752
0.000488595	1764
0.000484199	1776
0.000479888	1788
0.000475659	1799
0.000471509	1810
0.000467436	1821
0.000463439	1831
0.000459514	1842
0.000455659	1853
0.000451874	1865
0.000448156	1875
0.000444503	1885
0.000440913	1896
0.000437385	1907
0.000433916	1917
0.000430506	1927
0.000427154	1938
0.000423856	1949
0.000420612	1959
0.000417421	1970
0.000414282	1979
0.000411192	1989
0.000408151	1999
0.000405157	2010
0.00040221	2022
0.000399308	2034
0.000396451	2044
0.000393636	2053
0.000390864	2062
0.000388132	2071
0.000385441	2080
0.000382789	2089
0.000380175	2098
0.000377599	2107
0.000375059	2117
0.000372556	2126
0.000370087	2136
0.000367652	2145
0.000365251	2154
0.000362883	2165
0.000360547	2174
0.000358242	2183
0.000355968	2193
0.000353724	2202
0.000351509	2210
0.000349323	2221
0.000347166	2229
0.000345036	2240
0.000342934	2250
0.000340858	2260
0.000338808	2269
0.000336783	2276
0.000334785	2285
0.000332809	2294
0.000330859	2302
0.000328932	2310
0.000327028	2318
0.000325147	2326
0.000323289	2336
0.000321452	2343
0.000319637	2353
0.000317843	2361
0.000316069	2370
0.000314316	2378
0.000312583	2386
0.00031087	2394
0.000309175	2402
0.000307501	2410
0.000305844	2417
0.000304206	2424
0.000302586	2431
0.000300983	2439
0.000299398	2446
0.00029783	2454
0.000296279	2461
0.000294744	2468
0.000293225	2476
0.000291723	2483
0.000290236	2491
0.000288765	2500
0.000287309	2507
0.000285868	2515
0.000284441	2523
0.000283029	2530
0.000281632	2538
0.000280247	2544
0.000278878	2552
0.000277522	2558
