0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1.65478e-06	-1.65478e-06	-7.51249e-06	-1.12457e-05	-1.26011e-05	-1.21342e-05	-1.03951e-05	-7.79909e-06	-4.6413e-06	-1.13051e-06	2.58426e-06	6.39547e-06	1.02249e-05	1.40154e-05	1.77255e-05	2.13255e-05	2.47944e-05	2.81183e-05	3.12882e-05	3.42995e-05	3.71504e-05	3.98415e-05	4.23752e-05	4.47552e-05	4.69859e-05	4.90723e-05	5.10195e-05	5.28328e-05	5.45172e-05	5.60774e-05	5.75179e-05	5.88422e-05	6.00537e-05	6.11548e-05	6.21475e-05	6.30328e-05	6.38114e-05	6.44829e-05	6.50464e-05	6.55006e-05	6.58431e-05	6.60714e-05	6.61821e-05	6.61716e-05	6.60359e-05	6.57705e-05	6.53707e-05	6.48316e-05	6.41482e-05	6.33154e-05	6.23282e-05	6.11817e-05	5.98711e-05	5.8392e-05	5.67403e-05	5.49123e-05	5.29048e-05	5.07154e-05	4.83422e-05	4.57841e-05	4.30409e-05	4.01133e-05	3.70028e-05	3.37122e-05	3.02454e-05	2.66073e-05	2.28042e-05	1.88435e-05	1.47339e-05	1.04857e-05	6.1101e-06	1.61999e-06	-2.97057e-06	-7.64619e-06	-1.23902e-05	-1.71846e-05	-2.20104e-05	-2.68473e-05	-3.16742e-05	-3.64689e-05	-4.12085e-05	-4.58695e-05	-5.04276e-05	-5.48587e-05	-5.91378e-05	-6.32405e-05	-6.71424e-05	-7.08192e-05	-7.42476e-05	-7.74048e-05	-8.02692e-05	-8.28203e-05	-8.5039e-05	-8.69079e-05	-8.84111e-05	-8.9535e-05	-9.0268e-05	-9.06006e-05	-9.05259e-05	-9.00392e-05	-8.91386e-05	-8.78245e-05	-8.61004e-05	-8.39718e-05	-8.14474e-05	-7.85381e-05	-7.52576e-05	-7.16219e-05	-6.76495e-05	-6.33616e-05	-5.87813e-05	-5.39348e-05	-4.88505e-05	-4.35598e-05	-3.80974e-05	-3.25021e-05	-2.68179e-05	-2.10953e-05	-1.53942e-05	-9.7878e-06	-4.36794e-06	7.45298e-07	5.38944e-06	9.33671e-06	1.22584e-05	1.3675e-05	1.29114e-05	9.19094e-06	2.47138e-06	-2.47138e-06	
9.17638e-06	-9.17638e-06	-2.55541e-05	-3.54013e-05	-3.85991e-05	-3.63449e-05	-2.99829e-05	-2.0662e-05	-9.28471e-06	3.46082e-06	1.70547e-05	3.11048e-05	4.5316e-05	5.94661e-05	7.33891e-05	8.69622e-05	0.000100096	0.000112729	0.000124817	0.000136334	0.000147268	0.000157612	0.000167371	0.000176553	0.00018517	0.000193236	0.000200768	0.000207783	0.000214296	0.000220323	0.000225879	0.000230976	0.000235625	0.000239834	0.000243609	0.000246954	0.00024987	0.000252355	0.000254408	0.00025602	0.000257186	0.000257893	0.000258131	0.000257886	0.000257144	0.000255887	0.000254099	0.000251763	0.00024886	0.000245372	0.000241282	0.000236571	0.000231224	0.000225225	0.000218559	0.000211215	0.000203183	0.000194454	0.000185024	0.00017489	0.000164052	0.000152517	0.000140291	0.000127387	0.000113821	9.96149e-05	8.47929e-05	6.93856e-05	5.34277e-05	3.69592e-05	2.00247e-05	2.67403e-06	-1.50383e-05	-3.3053e-05	-5.13058e-05	-6.97282e-05	-8.82473e-05	-0.000106786	-0.000125265	-0.0001436	-0.000161703	-0.000179488	-0.000196862	-0.000213735	-0.000230014	-0.000245607	-0.000260423	-0.000274373	-0.000287368	-0.000299325	-0.000310163	-0.000319806	-0.000328184	-0.000335232	-0.000340893	-0.000345116	-0.000347857	-0.000349084	-0.00034877	-0.0003469	-0.000343467	-0.000338474	-0.000331934	-0.00032387	-0.000314316	-0.000303313	-0.000290914	-0.000277183	-0.000262191	-0.000246019	-0.00022876	-0.000210514	-0.000191395	-0.000171527	-0.000151049	-0.000130114	-0.000108899	-8.76063e-05	-6.64729e-05	-4.57853e-05	-2.58964e-05	-7.25297e-06	9.56585e-06	2.37951e-05	3.44152e-05	4.00829e-05	3.91297e-05	2.98452e-05	1.164e-05	-1.164e-05	
2.04676e-05	-2.04676e-05	-4.97713e-05	-6.58626e-05	-6.98067e-05	-6.37018e-05	-4.97738e-05	-3.00042e-05	-6.03121e-06	2.08375e-05	4.95752e-05	7.93828e-05	0.000109642	0.000139878	0.000169727	0.000198916	0.000227239	0.000254551	0.000280746	0.000305757	0.000329544	0.000352086	0.000373382	0.000393441	0.000412282	0.000429931	0.000446415	0.000461766	0.000476015	0.00048919	0.00050132	0.000512428	0.000522535	0.000531657	0.000539805	0.000546986	0.000553201	0.000558448	0.000562718	0.000565997	0.00056827	0.000569515	0.000569705	0.000568814	0.000566809	0.000563657	0.000559323	0.000553769	0.00054696	0.000538857	0.000529423	0.000518624	0.000506426	0.000492799	0.000477713	0.000461147	0.00044308	0.000423498	0.000402394	0.000379766	0.000355619	0.000329965	0.000302826	0.000274232	0.00024422	0.00021284	0.000180148	0.000146212	0.000111112	7.49348e-05	3.778e-05	-2.43146e-07	-3.90147e-05	-7.84049e-05	-0.000118274	-0.000158473	-0.000198844	-0.00023922	-0.000279429	-0.000319289	-0.000358615	-0.000397216	-0.000434898	-0.000471466	-0.00050672	-0.000540466	-0.000572509	-0.000602657	-0.000630725	-0.000656534	-0.000679912	-0.0007007	-0.000718748	-0.000733918	-0.00074609	-0.000755157	-0.000761028	-0.000763633	-0.000762918	-0.000758852	-0.000751421	-0.000740634	-0.00072652	-0.000709131	-0.000688539	-0.000664839	-0.000638146	-0.000608597	-0.00057635	-0.000541585	-0.000504504	-0.000465332	-0.000424319	-0.000381739	-0.000337901	-0.000293149	-0.000247872	-0.000202516	-0.000157601	-0.000113747	-7.17021e-05	-3.23898e-05	3.03073e-06	3.30912e-05	5.59304e-05	6.92292e-05	7.02394e-05	5.60701e-05	2.45039e-05	-2.45039e-05	
3.31752e-05	-3.31752e-05	-7.59264e-05	-9.71627e-05	-9.98258e-05	-8.72283e-05	-6.25856e-05	-2.876e-05	1.18262e-05	5.71833e-05	0.000105706	0.000156114	0.000207396	0.000258757	0.00030958	0.000359392	0.000407832	0.000454635	0.000499609	0.000542623	0.000583592	0.00062247	0.000659239	0.000693905	0.000726489	0.000757025	0.000785552	0.000812114	0.000836759	0.000859529	0.000880467	0.000899608	0.000916985	0.000932621	0.000946532	0.000958728	0.000969211	0.000977972	0.000984998	0.000990265	0.000993745	0.0009954	0.000995189	0.000993064	0.000988973	0.00098286	0.000974666	0.000964331	0.000951794	0.000936994	0.000919872	0.00090037	0.000878435	0.000854017	0.000827075	0.000797571	0.000765477	0.000730774	0.000693452	0.000653515	0.000610975	0.00056586	0.000518211	0.000468084	0.000415549	0.000360694	0.000303622	0.000244455	0.000183329	0.000120401	5.58445e-05	-1.01508e-05	-7.73766e-05	-0.000145608	-0.000214604	-0.000284108	-0.000353848	-0.000423539	-0.000492885	-0.000561577	-0.000629299	-0.000695724	-0.000760524	-0.000823365	-0.000883912	-0.000941833	-0.000996798	-0.00104848	-0.00109658	-0.00114078	-0.00118079	-0.00121636	-0.00124721	-0.00127314	-0.00129392	-0.00130939	-0.00131939	-0.0013238	-0.00132254	-0.00131556	-0.00130283	-0.00128437	-0.00126023	-0.00123051	-0.00119533	-0.00115486	-0.00110929	-0.00105887	-0.00100386	-0.000944589	-0.000881398	-0.000814683	-0.000744877	-0.000672462	-0.000597976	-0.000522017	-0.00044526	-0.000368477	-0.000292555	-0.00021854	-0.000147672	-8.14496e-05	-2.17026e-05	2.93225e-05	6.88717e-05	9.36152e-05	9.96505e-05	8.26467e-05	3.81567e-05	-3.81567e-05	
4.54831e-05	-4.54831e-05	-0.000100377	-0.000124658	-0.00012336	-0.000101206	-6.24967e-05	-1.10125e-05	5.00191e-05	0.000117903	0.000190422	0.000265777	0.000342519	0.000419493	0.000495787	0.000570689	0.000643651	0.000714261	0.000782214	0.000847295	0.000909359	0.000968321	0.00102414	0.0010768	0.00112633	0.00117276	0.00121614	0.00125653	0.00129398	0.00132855	0.0013603	0.00138928	0.00141553	0.00143907	0.00145994	0.00147813	0.00149366	0.0015065	0.00151664	0.00152403	0.00152864	0.00153041	0.00152927	0.00152517	0.00151801	0.00150772	0.00149421	0.0014774	0.0014572	0.00143352	0.00140627	0.00137537	0.00134076	0.00130235	0.00126009	0.00121394	0.00116385	0.00110981	0.00105181	0.000989851	0.000923971	0.000854215	0.000780653	0.000703375	0.000622496	0.000538153	0.000450512	0.000359758	0.000266107	0.000169799	7.11e-05	-2.96983e-05	-0.000132278	-0.000236297	-0.000341389	-0.000447166	-0.000553216	-0.00065911	-0.0007644	-0.000868623	-0.000971302	-0.00107195	-0.00117008	-0.00126518	-0.00135675	-0.00144431	-0.00152735	-0.00160541	-0.001678	-0.00174468	-0.00180503	-0.00185864	-0.00190513	-0.00194418	-0.00197547	-0.00199874	-0.00201378	-0.0020204	-0.00201848	-0.00200794	-0.00198877	-0.00196098	-0.00192467	-0.00187996	-0.00182706	-0.00176622	-0.00169773	-0.00162198	-0.00153936	-0.00145037	-0.00135553	-0.00125546	-0.0011508	-0.0010423	-0.000930783	-0.000817151	-0.000702431	-0.00058778	-0.000474526	-0.000364202	-0.000258608	-0.000159874	-7.05441e-05	6.33023e-06	6.70914e-05	0.000107389	0.000122122	0.00010541	5.05224e-05	-5.05224e-05	
5.61009e-05	-5.61009e-05	-0.000120213	-0.000144494	-0.000135979	-0.000100846	-4.45257e-05	2.82633e-05	0.000113483	0.000207727	0.000308161	0.000412446	0.000518676	0.000625311	0.000731117	0.000835119	0.000936557	0.00103485	0.00112955	0.00122036	0.00130705	0.00138948	0.00146757	0.00154129	0.00161066	0.0016757	0.00173646	0.00179302	0.00184544	0.00189379	0.00193813	0.00197854	0.00201504	0.00204769	0.0020765	0.00210148	0.00212264	0.00213995	0.00215337	0.00216286	0.00216835	0.00216977	0.00216703	0.00216004	0.0021487	0.00213288	0.00211249	0.0020874	0.00205748	0.00202264	0.00198275	0.00193771	0.00188742	0.0018318	0.00177077	0.00170427	0.00163226	0.00155472	0.00147165	0.00138307	0.00128903	0.00118962	0.00108492	0.000975094	0.000860294	0.000740724	0.000616622	0.000488257	0.000355935	0.000219997	8.08211e-05	-6.11816e-05	-0.000205564	-0.000351846	-0.000499514	-0.000648026	-0.000796809	-0.000945264	-0.00109277	-0.00123868	-0.00138234	-0.00152308	-0.0016602	-0.00179303	-0.00192086	-0.00204303	-0.00215884	-0.00226765	-0.0023688	-0.00246169	-0.00254571	-0.00262033	-0.00268503	-0.00273935	-0.00278287	-0.00281524	-0.00283615	-0.00284536	-0.00284271	-0.0028281	-0.00280149	-0.00276293	-0.00271255	-0.00265052	-0.00257714	-0.00249276	-0.0023978	-0.00229277	-0.00217827	-0.00205497	-0.00192361	-0.00178505	-0.00164021	-0.00149014	-0.00133596	-0.00117897	-0.00102057	-0.000862358	-0.000706156	-0.000554033	-0.000408383	-0.000271998	-0.000148152	-4.07029e-05	4.58002e-05	0.000106002	0.000133619	0.000121282	6.02425e-05	-6.02425e-05	
6.41258e-05	-6.41258e-05	-0.000133191	-0.000153549	-0.000134005	-8.21231e-05	-4.44882e-06	9.33684e-05	0.000206489	0.000330806	0.000462868	0.000599801	0.000739234	0.00087923	0.00101822	0.00115495	0.00128843	0.00141789	0.00154275	0.00166257	0.00177705	0.00188599	0.00198925	0.00208679	0.00217858	0.00226467	0.00234508	0.00241991	0.00248921	0.00255307	0.00261156	0.00266475	0.00271269	0.00275543	0.00279299	0.00282537	0.00285256	0.00287454	0.00289125	0.00290263	0.0029086	0.00290906	0.0029039	0.00289299	0.00287621	0.0028534	0.00282443	0.00278914	0.00274739	0.00269903	0.00264392	0.00258194	0.00251296	0.00243688	0.00235361	0.00226308	0.00216526	0.00206013	0.0019477	0.001828	0.00170113	0.00156719	0.00142634	0.00127876	0.0011247	0.000964415	0.000798243	0.000626546	0.000449736	0.000268271	8.26553e-05	-0.000106561	-0.000298784	-0.000493376	-0.000689659	-0.000886915	-0.00108439	-0.00128129	-0.00147681	-0.00167009	-0.00186028	-0.00204649	-0.00222782	-0.00240339	-0.00257228	-0.0027336	-0.00288647	-0.00303004	-0.00316347	-0.00328594	-0.00339671	-0.00349506	-0.00358032	-0.00365189	-0.00370924	-0.00375189	-0.00377947	-0.00379167	-0.00378828	-0.00376915	-0.00373427	-0.00368369	-0.00361758	-0.00353621	-0.00343993	-0.00332922	-0.00320464	-0.00306689	-0.00291673	-0.00275506	-0.00258288	-0.00240131	-0.00221158	-0.00201505	-0.00181325	-0.00160783	-0.00140065	-0.0011938	-0.000989599	-0.000790687	-0.00060008	-0.000421239	-0.000258166	-0.00011551	1.31953e-06	8.60076e-05	0.00013117	0.000128115	6.64664e-05	-6.64664e-05	
6.89242e-05	-6.89242e-05	-0.000137612	-0.000149342	-0.000114422	-4.16703e-05	6.13152e-05	0.000187991	0.000332741	0.000490778	0.000658051	0.000831159	0.00100727	0.00118405	0.0013596	0.00153236	0.00170112	0.0018649	0.00202297	0.00217477	0.0023199	0.00245807	0.0025891	0.0027129	0.00282944	0.00293873	0.0030408	0.00313573	0.00322359	0.00330447	0.00337844	0.00344557	0.00350593	0.00355955	0.00360646	0.00364666	0.00368012	0.0037068	0.00372665	0.00373957	0.00374547	0.00374421	0.00373566	0.00371967	0.00369607	0.00366469	0.00362535	0.00357787	0.00352207	0.00345778	0.00338483	0.00330306	0.00321235	0.00311256	0.00300361	0.00288542	0.00275795	0.0026212	0.0024752	0.00232001	0.00215576	0.00198259	0.00180072	0.0016104	0.00141194	0.00120571	0.000992121	0.000771657	0.000544846	0.000312279	7.46033e-05	-0.000167478	-0.000413207	-0.000661772	-0.00091231	-0.00116391	-0.00141562	-0.00166644	-0.00191535	-0.00216126	-0.00240311	-0.00263977	-0.00287012	-0.00309304	-0.00330739	-0.00351207	-0.00370595	-0.00388797	-0.00405708	-0.00421228	-0.00435262	-0.0044772	-0.0045852	-0.00467586	-0.00474853	-0.00480262	-0.00483765	-0.00485324	-0.00484913	-0.00482517	-0.00478132	-0.00471766	-0.00463441	-0.0045319	-0.00441061	-0.00427113	-0.00411418	-0.00394064	-0.00375149	-0.00354787	-0.00333105	-0.00310245	-0.00286362	-0.00261631	-0.00236242	-0.00210405	-0.00184351	-0.0015834	-0.00132657	-0.00107627	-0.000836112	-0.000610245	-0.000403379	-0.000220921	-6.90987e-05	4.48902e-05	0.000112682	0.000124483	6.86869e-05	-6.86869e-05	
