0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.000149706	-0.000149706	-9.37592e-05	0.00010132	0.000323387	0.000525888	0.000694261	0.000827525	0.000929086	0.00100233	0.00104873	0.00106725	0.00105468	0.00100631	0.000917012	0.000782437	0.000600334	0.000371817	0.000102468	-0.000196885	-0.000509963	-0.000815594	-0.00108921	-0.00130525	-0.00144039	-0.00147693	-0.00140594	-0.00122933	-0.000960778	-0.000626322	-0.000267811	4.35475e-05	0.000169472	-0.000169472	
0.000245736	-0.000245736	7.24191e-05	0.000721721	0.00144383	0.00211423	0.00268326	0.00313856	0.00348271	0.00372071	0.00385379	0.00387726	0.00378104	0.00355183	0.00317637	0.00264524	0.00195672	0.00112045	0.000160336	-0.000883736	-0.00195596	-0.00298692	-0.00389847	-0.00461118	-0.0050537	-0.00517301	-0.00494375	-0.00437513	-0.00351471	-0.00245066	-0.00131779	-0.000317909	0.000228182	-0.000228182	
0.000131288	-0.000131288	0.000736075	0.00207287	0.00349943	0.00481771	0.00593943	0.00683561	0.00750328	0.00794525	0.00815941	0.00813487	0.00785293	0.00729113	0.00642925	0.00525613	0.00377657	0.00201751	3.25966e-05	-0.00209552	-0.00425602	-0.00631471	-0.00812318	-0.00953227	-0.010409	-0.0106552	-0.010225	-0.00913791	-0.00748737	-0.00544317	-0.0032555	-0.00126943	3.55133e-05	-3.55133e-05	
-0.000254328	0.000254328	0.00202063	0.0042853	0.0065909	0.00868792	0.0104588	0.0118601	0.0128824	0.0135241	0.0137775	0.0136241	0.0130364	0.011984	0.0104429	0.00840507	0.00588806	0.00294369	-0.000336222	-0.00381722	-0.0073241	-0.0106482	-0.0135609	-0.015833	-0.0172604	-0.017691	-0.0170528	-0.0153746	-0.0127994	-0.00958677	-0.00610921	-0.00285137	-0.000421082	0.000421082	
-0.000931508	0.000931508	0.00398444	0.00743056	0.0107792	0.0137585	0.0162387	0.0181708	0.0195422	0.0203477	0.0205737	0.0201943	0.0191742	0.0174777	0.0150801	0.011981	0.00821567	0.00386572	-0.000934033	-0.00599267	-0.0110658	-0.0158647	-0.0200735	-0.0233747	-0.0254821	-0.0261791	-0.025357	-0.0230472	-0.0194398	-0.0148855	-0.00988201	-0.00505123	-0.00111673	0.00111673	
-0.00190447	0.00190447	0.00664904	0.011539	0.0160905	0.0200404	0.023268	0.0257316	0.027423	0.0283367	0.0284557	0.0277482	0.026173	0.0236915	0.0202815	0.0159528	0.0107609	0.00481907	-0.00169384	-0.00852956	-0.015373	-0.0218523	-0.0275586	-0.032076	-0.0350233	-0.036103	-0.0351535	-0.0321949	-0.0274562	-0.0213786	-0.0145894	-0.00785588	-0.00202726	0.00202726	
-0.00317027	0.00317027	0.0100138	0.0166115	0.0225225	0.0275225	0.0315228	0.0345049	0.0364747	0.0374331	0.0373633	0.0362305	0.0339902	0.0306028	0.0260501	0.020353	0.0135869	0.00589502	-0.00250208	-0.0113012	-0.0201178	-0.0284954	-0.0359259	-0.041884	-0.0458755	-0.0474998	-0.0465182	-0.0429176	-0.0369527	-0.0291523	-0.0202834	-0.0112787	-0.00314338	0.00314338	
-0.00472134	0.00472134	0.0140624	0.0226263	0.0300482	0.0361722	0.0409644	0.0444467	0.0466509	0.047592	0.0472589	0.0456173	0.0426218	0.0382329	0.0324368	0.0252637	0.0168055	0.00723058	-0.0032042	-0.0141462	-0.0251452	-0.0356598	-0.0450772	-0.0527489	-0.0580462	-0.0604357	-0.0595683	-0.0553668	-0.0480898	-0.0383492	-0.0270666	-0.0153725	-0.00447519	0.00447519	
-0.00654547	0.00654547	0.0187646	0.0295413	0.0386182	0.0459357	0.0515374	0.0555027	0.0579018	0.058773	0.0581168	0.0559033	0.0520883	0.046633	0.0395256	0.0308021	0.0205648	0.00899978	-0.00360885	-0.0168673	-0.0302657	-0.0431799	-0.0548875	-0.0646022	-0.0715353	-0.0749843	-0.0744458	-0.0697349	-0.0610821	-0.0491724	-0.0350992	-0.0202352	-0.00605311	0.00605311	
-0.00862475	0.00862475	0.0240755	0.0372937	0.0481601	0.0567367	0.0631664	0.0676028	0.0701673	0.0709307	0.0699115	0.0670885	0.0624201	0.0558675	0.0474176	0.0371061	0.0250374	0.0114046	-0.00349244	-0.0192301	-0.0352484	-0.0508455	-0.0651862	-0.0773332	-0.0863101	-0.0912024	-0.0912971	-0.0862426	-0.0761933	-0.0618861	-0.0446033	-0.0260125	-0.00792804	0.00792804	
-0.0109342	0.0109342	0.0299336	0.045799	0.0585765	0.0684737	0.0757519	0.0806547	0.0833676	0.0840027	0.0826038	0.079162	0.0736398	0.0659964	0.0562131	0.0443173	0.0304051	0.0146637	-0.00260551	-0.0209642	-0.0398155	-0.0583889	-0.0757384	-0.090765	-0.102277	-0.109101	-0.110247	-0.10512	-0.0937249	-0.0768125	-0.0558632	-0.0328999	-0.0101718	0.0101718	
-0.0134409	0.0134409	0.0362597	0.0549489	0.0697435	0.0810165	0.0891648	0.0945364	0.0973926	0.097897	0.0961248	0.0920839	0.0857418	0.0770539	0.06599	0.0525606	0.0368412	0.0189983	-0.000682776	-0.0217672	-0.0436394	-0.0654753	-0.0862265	-0.104628	-0.119251	-0.128611	-0.131367	-0.126576	-0.113998	-0.0943239	-0.0692253	-0.041145	-0.0128785	0.0128785	
-0.016103	0.016103	0.0429561	0.0646108	0.0815086	0.0942033	0.103241	0.109088	0.112091	0.112476	0.110358	0.105764	0.0986698	0.0890237	0.076779	0.0619196	0.0444873	0.0246112	0.00254088	-0.0213149	-0.0463457	-0.0716967	-0.0962346	-0.118535	-0.136915	-0.149539	-0.154624	-0.150763	-0.137324	-0.114828	-0.0850952	-0.0510497	-0.0161665	0.0161665	
-0.0188709	0.0188709	0.049908	0.0746291	0.0936915	0.107839	0.117778	0.124102	0.127259	0.127545	0.125121	0.120042	0.112292	0.101813	0.0885349	0.072407	0.053424	0.0316599	0.00730636	-0.0192803	-0.0475249	-0.0765739	-0.105239	-0.131956	-0.154791	-0.171519	-0.179833	-0.177716	-0.163963	-0.138741	-0.103929	-0.0629727	-0.0201819	0.0201819	
-0.0216886	0.0216886	0.0569881	0.0848305	0.106088	0.121696	0.132531	0.139324	0.142632	0.142835	0.140149	0.134665	0.126378	0.115223	0.101106	0.0839321	0.0636364	0.0402208	0.0137958	-0.0153648	-0.0467576	-0.0795723	-0.11261	-0.144208	-0.172201	-0.193962	-0.206587	-0.207291	-0.194062	-0.166453	-0.126221	-0.0773302	-0.0251023	0.0251023	
