0.0280629	1
0.0180621	2
0.0100877	3
0.00715607	4
0.00577385	5
0.00487625	6
0.00425203	7
0.00378808	8
0.00342584	9
0.00313385	10
0.00289275	11
0.00268983	12
0.0025164	13
0.00236625	14
0.00223483	15
0.00211873	16
0.00201531	17
0.00192254	18
0.0018388	19
0.00176277	20
0.00169342	21
0.00162985	22
0.00157136	23
0.00151733	24
0.00146726	25
0.0014207	26
0.0013773	27
0.00133672	28
0.00129869	29
0.00126297	30
0.00122935	31
0.00119764	32
0.00116768	33
0.00113931	34
0.00111242	35
0.00108688	36
0.00106259	37
0.00103947	38
0.00101741	39
0.00099636	40
0.000976236	41
0.000956979	42
0.000938532	43
0.000920844	44
0.000903867	45
0.000887557	46
0.000871875	47
0.000856783	48
0.000842247	49
0.000828237	50
0.000814723	51
0.000801679	52
0.000789079	53
0.0007769	54
0.000765121	55
0.000753721	56
0.000742683	57
0.000731988	58
0.00072162	59
0.000711564	60
0.000701806	61
0.000692331	62
0.000683128	63
0.000674184	64
0.000665488	65
0.00065703	66
0.000648799	67
0.000640787	68
0.000632984	69
0.000625382	70
0.000617973	71
0.00061075	72
0.000603705	73
0.000596832	74
0.000590124	75
0.000583575	76
0.00057718	77
0.000570932	78
0.000564827	79
0.00055886	80
0.000553025	81
0.000547319	82
0.000541736	83
0.000536274	84
0.000530927	85
0.000525692	86
0.000520566	87
0.000515545	88
0.000510625	89
0.000505805	90
0.000501079	91
0.000496446	92
0.000491904	93
0.000487448	94
0.000483076	95
0.000478787	96
0.000474578	97
0.000470446	98
0.000466389	99
0.000462406	100
0.000458493	101
0.00045465	102
0.000450874	103
0.000447164	104
0.000443517	105
0.000439933	106
0.000436408	107
0.000432943	108
0.000429535	109
0.000426183	110
0.000422885	111
0.000419641	112
0.000416448	113
0.000413306	114
0.000410213	115
0.000407168	116
0.00040417	117
0.000401218	118
0.000398311	119
0.000395448	120
0.000392627	121
0.000389848	122
0.00038711	123
0.000384411	124
0.000381752	125
0.000379131	126
0.000376546	127
0.000373999	128
0.000371487	129
0.00036901	130
0.000366567	131
0.000364157	132
0.000361781	133
0.000359436	134
0.000357122	135
0.00035484	136
0.000352587	137
0.000350364	138
0.00034817	139
0.000346004	140
0.000343866	141
0.000341755	142
0.000339671	143
0.000337612	144
0.00033558	145
0.000333573	146
0.00033159	147
0.000329632	148
0.000327697	149
0.000325785	150
0.000323897	151
0.000322031	152
0.000320187	153
0.000318365	154
0.000316564	155
0.000314783	156
0.000313024	157
0.000311284	158
0.000309564	159
0.000307864	160
0.000306183	161
0.00030452	162
0.000302876	163
0.00030125	164
0.000299642	165
0.000298052	166
0.000296478	167
0.000294922	168
0.000293382	169
0.000291859	170
0.000290352	171
0.00028886	172
0.000287384	173
0.000285924	174
0.000284479	175
0.000283048	176
0.000281632	177
0.000280231	178
0.000278844	179
0.00027747	180
0.000276111	181
0.000274765	182
0.000273432	183
0.000272112	184
0.000270806	185
0.000269512	186
0.00026823	187
0.000266961	188
0.000265704	189
0.000264459	190
0.000263226	191
0.000262005	192
0.000260794	193
0.000259596	194
0.000258408	195
0.000257231	196
0.000256066	197
0.000254911	198
0.000253766	199
0.000252632	200
0.000251508	201
0.000250394	202
0.00024929	203
0.000248195	204
0.000247111	205
0.000246036	206
0.00024497	207
0.000243914	208
0.000242867	209
0.000241829	210
0.0002408	211
0.000239779	212
0.000238768	213
0.000237765	214
0.00023677	215
0.000235784	216
0.000234806	217
0.000233836	218
0.000232874	219
0.00023192	220
0.000230974	221
0.000230036	222
0.000229105	223
0.000228182	224
0.000227266	225
0.000226358	226
0.000225457	227
0.000224563	228
0.000223676	229
0.000222796	230
0.000221923	231
0.000221057	232
0.000220197	233
0.000219345	234
0.000218498	235
0.000217659	236
0.000216826	237
0.000215999	238
0.000215178	239
0.000214364	240
0.000213556	241
0.000212754	242
0.000211958	243
0.000211167	244
0.000210383	245
0.000209604	246
0.000208832	247
0.000208064	248
0.000207303	249
0.000206547	250
0.000205796	251
0.000205051	252
0.000204311	253
0.000203577	254
0.000202847	255
0.000202123	256
0.000201404	257
0.00020069	258
0.000199982	259
0.000199278	260
0.000198579	261
0.000197884	262
0.000197195	263
0.00019651	264
0.00019583	265
0.000195155	266
0.000194484	267
0.000193818	268
0.000193157	269
0.000192499	270
0.000191847	271
0.000191198	272
0.000190554	273
0.000189914	274
0.000189279	275
0.000188647	276
0.00018802	277
0.000187397	278
0.000186778	279
0.000186163	280
0.000185552	281
0.000184945	282
0.000184341	283
0.000183742	284
0.000183146	285
0.000182555	286
0.000181967	287
0.000181382	288
0.000180802	289
0.000180225	290
0.000179651	291
0.000179082	292
0.000178515	293
0.000177953	294
0.000177393	295
0.000176838	296
0.000176285	297
0.000175736	298
0.000175191	299
0.000174648	300
0.000174109	301
0.000173573	302
0.000173041	303
0.000172511	304
0.000171985	305
0.000171462	306
0.000170942	307
0.000170425	308
0.000169911	309
0.0001694	310
0.000168892	311
0.000168387	312
0.000167885	313
0.000167386	314
0.00016689	315
0.000166397	316
