ITERATION:	log(MAX RESIDUAL) :		AVG RESIDUAL		AVG ERROR
1	36260.3	3396.86	35.095
2	7786.79	1213.66	7.2474
3	3117.02	719.289	3.71746
4	1795.53	514.518	2.51879
5	1231.3	401.269	1.91081
6	901.775	328.371	1.53511
7	712.868	277.056	1.27636
8	571.722	238.729	1.08598
9	476.22	208.832	0.939494
10	402.779	184.713	0.823014
11	371.124	164.726	0.727953
12	348.009	147.803	0.648698
13	323.547	133.224	0.581431
14	299.354	120.494	0.52348
15	276.785	109.256	0.472931
16	255.004	99.252	0.428389
17	234.337	90.2892	0.388817
18	214.948	82.2193	0.353432
19	196.901	74.926	0.321628
20	180.197	68.316	0.292931
21	164.795	62.3129	0.26696
22	150.632	56.8526	0.243401
23	137.636	51.8804	0.221995
24	125.726	47.349	0.202519
25	114.824	43.2169	0.184783
26	104.851	39.4474	0.168621
27	95.7331	36.0078	0.153885
28	87.4007	32.8686	0.140445
29	79.7883	30.0031	0.128183
30	72.8352	27.3873	0.116994
31	66.4854	24.9994	0.106783
32	60.6872	22.8195	0.0974644
33	55.3933	20.8293	0.0889587
34	50.5601	19.0125	0.0811952
35	46.1479	17.354	0.0741089
36	42.1201	15.8399	0.0676407
37	38.4434	14.4577	0.0617367
38	35.0874	13.196	0.0563476
39	32.024	12.0443	0.0514287
40	29.2279	10.993	0.0469389
41	26.6758	10.0334	0.0428408
42	24.3464	9.15749	0.0391003
43	22.2203	8.35799	0.0356862
44	20.2798	7.62823	0.03257
45	18.5087	6.96216	0.0297259
46	16.8922	6.35422	0.02713
47	15.4169	5.79933	0.0247607
48	14.0704	5.29288	0.0225983
49	12.8415	4.83065	0.0206247
50	11.7198	4.40876	0.0188233
51	10.6962	4.02372	0.0171793
52	9.76191	3.67229	0.0156788
53	8.90924	3.35155	0.0143094
54	8.13103	3.05882	0.0130596
55	7.4208	2.79165	0.0119189
56	6.7726	2.54781	0.0108778
57	6.18101	2.32527	0.00992764
58	5.64109	2.12216	0.00906048
59	5.14834	1.93679	0.00826906
60	4.69862	1.76762	0.00754676
61	4.28819	1.61322	0.00688754
62	3.91361	1.4723	0.00628591
63	3.57174	1.34369	0.00573683
64	3.25974	1.22632	0.00523571
65	2.975	1.1192	0.00477836
66	2.71512	1.02144	0.00436096
67	2.47795	0.932211	0.00398002
68	2.26149	0.85078	0.00363235
69	2.06394	0.776462	0.00331505
70	1.88365	0.708635	0.00302547
71	1.7191	0.646734	0.00276119
72	1.56893	0.59024	0.00251999
73	1.43188	0.53868	0.00229986
74	1.3068	0.491624	0.00209896
75	1.19265	0.448679	0.00191561
76	1.08846	0.409485	0.00174827
77	0.993381	0.373715	0.00159555
78	0.906605	0.34107	0.00145617
79	0.827409	0.311276	0.00132897
80	0.755132	0.284085	0.00121288
81	0.689168	0.259269	0.00110693
